product_name,brand_name,rating,review,sentiment,issue_category,urgency,reason
"LG G3 D855 Factory Unlocked Cellphone, International Version, 16GB, Black",LG,4,"Great speed, great camera, very goof display. Good battery life.Big, but you get used to it in a couple of days..I liked better having an actual button on the front (like in galaxy), but i got used ti the tapping system fairly quickly.",Positive,Performance,Low,Customer praised speed and performance.
Samsung Korea SAMSUNG GALAXY S4 MINI GT-i9195 LTE 8GB- FACTORY UNLOCKED International Version - Unlocked Cell Phones - Retail Packaging - White(NO WARRANTY),Samsung,5,The phone is Excellent!!!!!!!!,Positive,Others,Low,Customer praised the phone overall.
Nokia Lumia 920 32GB Unlocked 4G LTE Windows Smartphone w/ PureView Technology 8MP Camera - Black,Unknown,5,ok,Positive,Others,Low,Customer gave a brief positive review.
"Apple iPhone 5c AT&T Cellphone, 16GB, Blue",Apple,5,Got it for my sister because she needed a new phone. Her iPhone 4 had lag especially on iOS 7. It made me cry how slow her phone was. The iPhone 5C was a perfect replacement. Fast and reliable. She runs up the bill like crazy now.!!,Positive,Performance,Low,Customer praised the phone's performance as fast and reliable.
Apple iPhone 6 16GB Gold (Verizon Wireless),Unknown,1,"After spending 4 HOURS AT VERIZON on my day off trying to activate this phone, only to find out from Apple and Verizon that this phone is an AT&T Iphone 6. I am so beyond angry. Ruined my Saturday. Thanks a lot. Sending it back NOW",Negative,Seller Experience,High,"Customer had a poor experience with seller (Verizon) and Apple, resulting in wasted time and a ruined Saturday."
BLU Dash JR W D141w Unlocked GSM Dual-SIM Android Cell Phone - White,BLU,3,Dont have any space for the aplications,Negative,Others,High,Customer is unhappy with the product's design or packaging.
"Samsung Galaxy S4 SGH-I337 Unlocked GSM Smartphone with 13 MP Camera, Touchscreen and 16 GB Storage, Black",Samsung,4,Good,Positive,Others,Low,Customer praised the product.
Samsung Galaxy S Duos GT-S7562 GSM Unlocked Touchscreen 5MP Camera Smartphone White,Samsung,5,buen telefono,Neutral,Others,Low,Review is in Spanish and does not provide specific details about the product.
Nokia Lumia 920 32GB Unlocked GSM Windows 8 Smartphone w/ Carl Zeiss Optics Camera - Yellow,Nokia,5,It is great to handle and beautiful to look at.I love every aspect of it.I will order another one for my wife.,Positive,Others,Low,Customer praised overall product experience.
HTC Desire 626s LTE 8GB - Factory Unlocked,htc,5,This is nice phone sexual,Positive,Others,Low,"Customer mentioned the phone is nice, but the context is unclear."
VERIZON LG OCTANE CELL PHONE!,LG,1,Was nowhere near new... Buttons worn to the point where you couldn't see the characters VERY DISAPPOINTED. Will not buy from them again!,Negative,Product Quality,High,Customer was very disappointed with the product's condition and quality.
Plum Ram - Unlocked Rugged Phone - Tough Durable IP67 - Water Shock Proof GSM (Orange),Plum,5,"Got this for my brother who works in construction, he loves it.",Positive,Others,Low,Customer praised the product as a gift for their brother.
Samsung Galaxy S6 Edge Plus G928C 32GB Unlocked GSM 4G LTE Octa-Core Smartphone w/ 16MP Camera - Gold Platinum,Samsung,5,Great phone!,Positive,Others,Low,Customer praised the phone overall.
OtterBox Iphone 5/5S/SE Defender Case w/ Drop and Dust Proctection - Realtree AP Pink,OtterBox,2,not a good case. Was not sturdy and felt like it would break with very little use. Was glad I could return it.,Negative,Product Quality,Low,Customer was not satisfied with the product's sturdiness and quality.
OtterBox 77-29864 Defender Series Hybrid Case for Samsung Galaxy Note 10.1 - Retail Packaging - White (2012 Version),OtterBox,5,Best case you can buy but the price dropped alot after i bought it.,Negative,Price,Low,Customer felt the price dropped significantly after purchase.
Samsung Galaxy S II Skyrocket I727 16GB Unlocked GSM 4G LTE Smartphone - Black,Samsung,1,"the phone supposed to be a new phone but it is a refurbished phone with a dead battery,no headset,no user guide the charger wasn't even a original samsung charger.When I try to charge the phone it just gets real hot but it don't charge.This is the worst service I ever got from Amazon.I want my money back",Negative,Product Quality,High,"Customer received a refurbished phone with a dead battery, missing accessories, and a non-original charger, and experienced overheating issues."
Sony Xperia Z5 Compact E5823 2GB/32GB 23MP 4.6-inch 4G LTE Factory Unlocked (CORAL RED) - International Stock No Warranty,Sony,5,"Long story short: this is the phone that finally convinced me to make the jump from Apple's iOS. I had been considering making the jump for some time, but I had yet to find an Android phone that matched the build quality and performance of my iPhone 6S. The z5 Compact finally did convinced me.Pros:+ Same size screen as the iPhone 6S, despite being smaller and lighter.+ Excellent build quality - the phone feels premium, solid and well made. I don't worry about anything breaking if I drop it once or twice.+ Waterproof!+ Very little manufacturer bloatware, especially compared to Samsung or LG. Among other things, this means that future Android updates will hit this phone sooner than many other Android devices.+ I actually most of the bloatware that's included. Sony's launcher is fast and responsive - I'm actually using it instead of the official Google launcher.+ Camera is high quality.+ Better battery life than my iPhone 6s+ Fingerprint scanner+ Plenty of processing power - I haven't yet seen the phone slow down or choke on any app I've thrown at it.Cons:- Cases options for this phone in the U.S. are limited when compared to the dancing plethora of iPhone cases that flood every electronics store, website, gas station and grocery store.- Because this is the international version of the phone, there's no warranty- Because this is the international version of the phone, some apps think I'm in Ireland. I'm sure a simple setting could easily change this, but I haven't yet found it.- Fingerprint scanner doesn't work as well as iPhone 6S (though it's still good). I think this is mainly due to the fact that the scanner is smaller than the iPhone scanner, so it has less to work with.Overall, I've found this phone to be the perfect fit for me. It really hits the sweet spot of combining the power, battery life, screen size and non-bloated OS that I've been looking for.",Positive,Performance,Low,"Customer praised the phone's performance, battery life, and build quality."
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,THIS IS A SOLUTION IF YOU WANT YOU ARE LOOKING FOR ECONOMIC AND NOT VERY SOPHISTICATED. YOUR PRICE IS A GOOD CHOICE FOR THE PRODUCT THAT RECEIVE.rECOMMEND IT,Positive,Others,Low,Customer praised the product's value for money and recommended it.
Apple iPhone 5 64GB (White) - Verizon Wireless,Apple,2,This phone had information on it from the previous owner and it was very disturbing when I was told it was from Apple but it had a fry brothers box and item number.,Negative,Others,Low,Customer was misled about the phone's origin.
"Samsung Galaxy S3 SCH-I535 Verizon Phone, 16GB, Marble White",Samsung,5,S*** works,Positive,Others,Low,Customer mentioned a positive experience with the product.
Samsung Galaxy Rugby Pro 4G LTE I547 Unlocked Android Ruggedized Smart Phone,Unknown,3,"It is/was unlocked and all but it carries a ton of AT&T crap you can't get rid of. Having said that....I paid about 1/3 of what a clear unlocked one might have cost, so I have to balance that all out.",Neutral,Others,Low,Customer mentioned a trade-off between price and AT&T bloatware.
"LG Optimus Factory Unlocked Gsm Android Phone L7 P705, Black",LG,5,"Great price, I bought it for Ecuador works perfect",Positive,Price,Low,Customer praised the price.
BlackBerry Curve 9300 3G Unlocked GSM Smartphone w/ 2MP Camera - Red,BlackBerry,1,"it sounds very low when ringing even if you are using the loud profile, it doesnt feels like a new item. so avoid it anyway is a waste of money",Negative,Performance,High,Customer experienced poor performance and felt it was a waste of money.
"LG Thrill 4G P925 Unlocked GSM Phone with 3G, Dual Core, Android 2.3 OS, Dual 5MP Camera, GPS, Wi-Fi, Bluetooth and microSD Slot - Black - AT&T - No Warranty",LG,5,exelent phone good deal!,Positive,Others,Low,Customer praised the phone and the deal.
LG G3 D855 32GB LTE Unlocked GSM Android Smartphone - Silk White - International Version No Warranty,LG,2,"the phone it self is fine...trouble is with the firmwareits the TWN model so its firmware has some issuesmain one is having an outdated LTEconfig,apk file which may prevent you from getting LTE from your service provider.very annoying",Negative,Performance,High,"Customer experienced issues with firmware, specifically outdated LTE configuration, preventing LTE connectivity."
Samsung Galaxy J5 SSJ500MGD Factory Unlocked Dual Sim Smartphone - International Version (Gold),Samsung,5,My in laws love it. Great phone.,Positive,Others,Low,Customer praised the phone overall.
"Nokia E71x Unlocked Phone with QWERTY Keyboard, 3.2 MP Camera and Dual-Band 3G (Black)",Nokia,4,I purchased this a few weeks ago and its very easy to use. No problems so far. Has all the features needed.,Positive,Others,Low,Customer praised the product's ease of use and features.
"Unlocked Dual SIM Branded Android 4.4 Dual Core Smartphone (White) - Decent 3.5 Inch Multi-touch Display GSM 2G Wifi Mobile Phone, Original without Contract",Unknown,1,Bad didn't last,Negative,Battery,High,Product didn't last.
BLU Life XL - LTE Smartphone - GSM Unlocked - 8GB +1GB RAM - Dark Blue,BLU,5,Nice phone,Positive,Others,Low,Customer gave a positive review but did not specify an issue.
"ZTE F160 Unlocked GSM Phone with 3G, GPS, 3MP Camera, Music Player, Bluetooth and microSD Slot - Black",ZTE,5,"it's what I had before I got an iphone, now it's a spare",Neutral,Others,Low,Customer used the product as a spare.
"Samsung Galaxy Note 3 Neo N750 Unlocked GSM Smartphone - International Version, No Warranty (Black)",SAMSUNG,4,I love my phone it works great. I just put in my simple card & good to go.,Positive,Performance,Low,Customer praised phone performance.
BLU Studio 5.0 C HD Smartphone - Unlocked - Yellow,BLU,5,Excelente,Positive,Others,Low,Customer praised the product.
"HTC One M8 3G, 4MP, 32GB, QHTC One M8 Unlocked International Version - 32GB - grey",HTC,1,"Never buy international warranty phones from amazon. Had a terrible experience and learned it a hard way. I bought a HTC M8 from WCE Distributors on October 2015. The invoice did not have serial number or IMIE number, which generally is there whenever you buy it from ATT, Sprint, Best buy etc.Well the phone's screen stopped working (blacked out) after 3 months.When I called HTC they said they need Serial number or IMIE number to provide support/troubleshooting.I reached out to WCE distributor earlier this year earlier this year for serial number/IMIE number, but they plainly refused.Somehow I was able to find it serial number by connecting it to a laptop. I called HTC now they are telling the device is actually sold on 25th June to someone in Hongkong and I need to call Hangkong numbers to get support. It is ridiculous and total system failure.My conclusion is don't buy phones from Amazon in case you are counting on manufacturer warranty or any kind of support, in 99% cases you will be on your own. 1% I am leaving out for some fortunate ones :)",Negative,Seller Experience,High,"Customer had a terrible experience with international warranty phones from Amazon, including issues with seller WCE Distributors and manufacturer HTC."
Blackview Ultra A6 Phone MTK6582 Quad Core 1GB 8GB 4.7 Inch Back Touch (Black),Unknown,4,"I love the IOS setting , the camera is not what i thought it would be tho. To go back on the IOS setting , you have to have the grey quicktouch setting on. those 2 things were the only downfalls. the camera is a big disappointment but the phone overall is amazing.",Positive,Camera,Low,Customer mentioned camera as a disappointment but overall praised the phone.
"Pantech Pocket P9060 Unlocked GSM Phone with Android 2.3 OS, Touchscreen, 5MP Camera, Video, GPS, Wi-Fi, SNS integration, MP3/MP4 Player and microSD Slot - Gray",Unknown,3,I liked the phone just fine until the battery died within a few months of owning this phone. I had to literally Phone was great while it lasted though the battery life left much to be desired.,Negative,Battery,Medium,Customer experienced battery failure within a few months of owning the phone.
"HTC myTouch 3G Unlocked Android Phone with 3G Support, GPS, and Touch Screen - US Warranty - White",HTC,2,"I couldn't activate the phone, becasuse it was locked. The product look ok, but I COULD NOT USE it. The message could be a lie.",Negative,Product Quality,High,Customer experienced issues with product functionality.
Samsung Galaxy S7 Edge Factory Unlocked Phone 32 GB - International Version G935F- Platinum Gold,Unknown,5,Me enamore del teléfono,Neutral,Others,Low,"Review is a statement of affection for the phone, but does not specify any issue."
Apple iPhone 5c 8GB (Yellow) - Verizon Wireless,Apple,5,I Love My Phone Works Perfectly Not One Problem.,Positive,Performance,Low,Customer praised phone's performance.
BLU Dash 5.5 - Unlocked Cell Phones - Retail Packaging - Grey,BLU,5,"I bought this phone for my mum she really loves the size of the phone .she stay on facebook, whatup you name it",Positive,Others,Low,Customer praised the size of the phone.
"BLU Studio 5.0 HD Unlocked Cellphone, White",BLU,4,Nice phone -with state of the art features.,Positive,Others,Low,Customer praised phone features.
"Samsung Galaxy S6 SM-G920i Factory Unlocked Cellphone, 32GB, Blue INTERNATIONAL VERSION NO WARRANTY",samsung,4,Is good,Positive,Others,Low,Customer praised the product.
"Apple iPhone 6 Plus 128GB Factory Unlocked GSM 4G LTE Smartphone, Space Gray (Certified Refurbished)",Unknown,5,"I love this phone! I've wanted an upgrade for a long time, but I was concerned about purchasing a used or refurbished one. I finally but the bullet and decided to take the chance and trust. Everything from ordering was easy and smooth and I had it in my hands in two days! Not a scratch on it and it works perfectly. Thank you Square Trade!",Positive,Seller Experience,Low,"Customer praised seller experience, ease of ordering, and quick delivery."
HTC One M7 32GB Unlocked GSM 4G LTE Android Cell Phone - Black,HTC,5,The best HTC one by far!,Positive,Others,Low,Customer praised the product.
Moto G Plus (4th Gen.) Unlocked - White - 16GB - U.S. Warranty,Motorola,5,Excelent product at a great price.Thank you,Positive,Others,Low,Customer praised product and price.
"Nokia C3-00 Unlocked Cell Phone (Slate) with QWERTY, Dedicated E-mail Key, 2 MP Camera, Media Player, WLAN, and MicroSD Slot",Nokia,1,"If I can rate this defective cell phone with Zero Star, I would give it Zero-star, but I think my only option is to rate it 1-star. Just like the Prior Unhappy Buyer of this Same device did a few months ago, I have to return this crappy cell phone to the UPS store tomorrow morning (Jan 6, 2012) for a 100% refund. I'll explain below how I know there is a Prior Unhappy Buyer of this defective Cell Phone.Today (Jan 5, 2012), I'm extremely disappointed about 5 minutes after I opened the package. First, I noticed a PRIOR UNHAPPY BUYER returned this piece of crap, defective cell phone in October 2011 (just a few months before me). The ""Return due to Defective Product"" notice dated in October 2011 was still attached to the package sent to me. The seller is Warehouse Deals, Inc which is a subsidiary of Amazon. The seller Warehouse Deals, Inc must be thinking that if the Nokia C3-00 is defective in one unhappy buyer's eyes, it must not be defective in the next buyer's eyes. HELLO! Defective is defective - it means internally mal-functioning, it's not merely external/superficial beauty in the eyes of the beholder.I have owned several older Nokia cell phone models, so I began testing several functions. Immediately, I noticed that the Right and Left Key (just above the alpha & numeric keyboards) are not responsive when I try to select on-screen options. The only time the Right key works is when switching on/off the device. I gave my benefit of the doubt by pressing the key at different strength: hard, medium and soft, but nothing worked. Then I immediately went to online chat with Nokia online support to explain my problems with this device. The Nokia online support confirm what I know about Nokia devices from my own experience, that it is NOT normal for the Right and Left Key not to be responsive to on-screen selections (in other words, I wouldn't need to press more than 1 key to pick on-screen selections). On all my prior Nokia cell phone, you only need to press 1-key (either the Right or Left key to select your on-screen option).I've had a string of bad luck ordering this Nokia C3-00 unlocked cell phone (a very long story, prior to receiving this defective cell phone, I made at least 3 telephone complaints about an Amazon Rep. called Amit Y. who made unauthorized cancellation on 2 good, valid and in-stock orders without my permission. This is really testing my patience on purchasing electronic devices from Amazon. I am totally disappointed with this device and I will return this crappy defensive cell phone at the UPS store tomorrow morning for a refund.",Negative,Performance,High,"Customer experienced unresponsive keys and defective product, leading to a return for a refund."
HTC DROID INCREDIBLE ADR 6300 3G Android Phone Black (Verizon Wireless),HTC,5,Only limitation is 3G and short battery life. An extended battery with cover is available and recommended. Very compact size.,Negative,Battery,Medium,Customer mentioned short battery life as a limitation.
LG G Vista 4G Unlocked 4G LTE Android 8MP Camera Smartphone w/ Quad-Core CPU - Black,LG,5,I admire it very well ...,Positive,Others,Low,Customer expressed admiration for the product.
Apple iPhone 6s 16 GB US Domestic Warranty Unlocked Cellphone - Retail Packaging (Space Gray),Apple,5,"Very speedy service. The phone arrived and was as advertised. I have been quite pleased thus far, and would recommend the seller.",Positive,Seller Experience,Low,Customer praised seller's service and product as advertised.
"CNPGD [U.S. Office Extended Warranty] Smartwatch + Unlocked Watch Cell Phone All in 1 Bluetooth Watch for iPhone Android Samsung Galaxy Note,Nexus,htc,Sony Silver",CNPGD,2,Same thing here I had to first download several manuals from web site none them were right one but from reading all of them I was able to make some progress. I figure it out,Positive,Others,Low,Customer was able to resolve issue with product despite initial difficulties.
"BLU VIVO 5 Smartphone -5.5"" 4G LTE GSM Unlocked - 32GB +3GB RAM - Gold",BLU,5,Much better the i expected,Positive,Others,Low,Customer was satisfied with their purchase.
BLU Studio 5.0 C HD Smartphone - Unlocked - Orange,BLU,5,i love it,Positive,Others,Low,Customer expressed general satisfaction.
Studio 7.0 LTE - Smartphone - GSM Unlocked - Gold,BLU,5,It is a good phone,Positive,Others,Low,Customer praised the phone overall.
"Samsung Galaxy S7 Unlocked PhoneDual Sim Factory 32 GB Internationally Sourced (Middle East/Afican/Asia) Version G930FD,(Titanium Silver)",Samsung,1,"this thing does not work on US AT&T LTE. per AT&T support said, ""This would be a hardware issue"" & ""the fastest speed is going to be 4G"". this device is LTE enable, but AT&T US cannot do anything with it. not sure about other carriers in US.",Negative,Network,High,"Customer experienced network issues with AT&T LTE in the US, and was told it's a hardware problem."
BLU Energy X Plus Smartphone - With 4000 mAh Super Battery- Global GSM Unlocked - Grey,BLU,4,The phone is good but the camera quality is not,Negative,Camera,Low,Customer mentioned poor camera quality.
Apple iPhone 5s 32GB (Gold) - AT&T,Apple,5,Great phone. Came in better condition than described. No complaints.,Positive,Others,Low,Customer praised overall experience and condition of the phone.
"POSH MOBILE OPTIMA 4G LTE ANDROID GSM UNLOCKED DUAL SIM 5.0"" HD SMARTPHONE Fingerprint ID technology, 13MP camera and 16GB of Storage. 1 Year warranty. (Model#: L530 BLACK)",Posh Mobile,1,Loud speaker never worked & now screen becomes scrambled occasionally. I never dropped it. It is a dual Sim but if u decide to use to Sims u can't use a memory card (1sim + 1 memory card) OR (2sims + NO memory card) That's how they fit. Now I have to pay like US$60 to ship back a phone that cost $170bucks. Talk about unfair,Negative,Display,High,Customer experienced screen issues and is unhappy with the shipping cost to return the product.
Apple iPhone 5c 8GB Unlocked GSM Smartphone w/ 8MP Camera - Green,Apple,5,The product looks new! The only thing I was a little bit happy with was that they came without headphones!,Positive,Others,Low,Customer praised the product's condition and was happy with the included accessories.
Lenovo A916 4G Unlocked Smartphone (gift-8GB TF Card) 5.5 inch Android 4.4 MT6592M+6290 Octa 8 Core 1.4GHz 1GB 8GB 13MP Dual SIM FDD-LTE & WCDMA & GSM (Black+ 8GB TF Card),Lenovo,2,"Bought this Lenovo A916 and was excited over the specs and the price. GSM signal drops, poor reception. Not satisfied with the product and just gave it away.",Negative,Network,High,Customer experienced poor GSM signal and reception.
Nokia Lumia 920 32GB Unlocked GSM Windows 8 Smartphone w/ Carl-Zeiss Optics Camera - White,Unknown,5,"Lumia 920 operates still as a top notch, even after 2 years of it's launch. My friends liked my current lumia 920 and ordered 2 new units for my friends.",Positive,Performance,Low,Customer praised the phone's performance even after 2 years.
Samsung Galaxy J3 SM-J320M 8GB Unlocked GSM 4G LTE Quad-Core Super Amoled Smartphone w/ 8MP Camera - (White),Samsung,5,"GOOD QUALITY PHONE, LOTS OF FEATURES, AND GOOD PRICING ON AMAZON. GOT FOR MY SONS - NOT MUCH DIFFERENT FROM MY S6!",Positive,Product Quality,Low,Customer praised product quality and features.
BLU Studio C Super Camera -Unlocked Smartphone - US GSM- Pink,BLU,5,"I love this phone. I am female, so it's just the right size for my hand. The processor is very fast. The phone doesn't lag at all...its lightening fast. I do love some of the features of lollipop vs. kit kat. I think one of my favorites is that notifications appear above the lock screen on a bar and each one can be swiped away or clicked on individually. Great phone for the price.",Positive,Performance,Low,Customer praised processor speed and overall performance.
LG G3 D851 32GB Unlocked GSM 4G LTE Quad-HD Android Smartphone w/ 13MP Camera - Metallic Black (Certified Refurbished),LG,5,"Received my LG G3 T-Mobile phone refurbished by MyWit, and am very impressed with the quality of the phone. It looks brand new and works as described. I have a premium phone with 3gb memory, 32gb internal storage and a 2+ ghz processor for the price of a new low-end phone. Very happy with my purchase and would trust MyWit with my next refurbished phone purchase!",Positive,Product Quality,Low,Customer praised the quality of the refurbished phone.
"Motorola RAZR V3 Unlocked Phone with Camera, and Video Player--International Version with No Warranty (Black)",Motorola,5,"I was tired of my Nokia E62 and its multifunctions and relatively high weight. I decided to buy a simple, not do-all cellular phone. I went back in time and I ordered a new Motorola V3 and was pleased to receive a brand new phone with a new battery. Delivery on time as promised.",Positive,Delivery,Low,Customer was pleased with on-time delivery of a brand new phone.
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,2,The phone gets hot a lot and it won't record video when hot. The finger print reader never worked. It just says error. Other than that the phone works well.,Negative,Performance,High,Customer experienced overheating and fingerprint reader issues.
"LG K7 unlocked smartphone, 8GB Black (U.S. Warranty)",LG Electronics,5,"Great Phone, it looks nice and fairly fast. I love it..",Positive,Performance,Low,Customer praised phone's performance and speed.
HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty,HTC,3,"Description stated - 'brand New in original retail box, Phone has Original plastic screen with all accessories have original packaging'. The phone I received was not in retail package. It was a generic htc package and the phone did not even have the plastic wrap. There was a sticker in the back of the phone. NB 08/13. Research on the internet comes up as New Breed Refurbished Phone inspected on 08/13. There is no warranty information nor user manual. I opted to buy this phone as the order was fulfilled by Amazon. The phone did not have any visible damage and so far in the past 4 days I did not have issues and the windows update went well. This is why I'm keeping this phone. There is always a disappointment when you receive the product not per the description. So buyers keep this in mind while ordering. You can easily find factory refurb models else where for around 175 or less",Negative,Seller Experience,Low,"Customer received a refurbished phone instead of a brand new one, with missing accessories and no warranty information."
"OnePlus 2 Unlocked Smartphone, 64GB Sandstone Black (US Warranty - Model A2005)",OnePlus,5,"It's a fantastic phone. I've read reviews stating that the fingerprint unlocking is slow or that the auto brightness adjustment is sluggish. I haven't found either of these to bother me. The fingerprint unlocking is very fast in my experience, and though the auto brightness adjustment takes a bit of time after the lighting conditions change, I actually perfer that. It's a gradual dimming or brightening versus a rapid brightness change, which is easier on my eyes.You may be more aware of the terms than I was, but there's a distinction between a rooted phone and an unlocked phone. This phone is unlocked in the sense that you're not stuck with a single cell phone carrier lke AT&T. However, the phone is not rooted. Unless you're specifically looking for a rooted phone it probably won't matter to you, but I figured I'd point it out since it confused me some till someone commented on my original review and pointed out the difference.",Positive,Performance,Low,"Customer praised performance, specifically fingerprint unlocking speed and auto brightness adjustment."
"BLU Studio 6.0 Unlocked Cellphone, Black",BLU,4,Can barely hear people when talking on it but otherwise a superb phone,Negative,Camera,High,Customer had issues with phone's audio quality.
Samsung Galaxy S6 Edge Plus SM-G928C 32GB Factory Unlocked - Silver,samsung,3,samsung pay is not working,Negative,Performance,High,Customer reported Samsung Pay not working.
"BlackBerry Bold 9780 Unlocked Cell Phone with Full QWERTY Keyboard, 5 MP Camera, Wi-Fi, 3G, Music/Video Playback, Bluetooth v2.1, and GPS (Black)",BlackBerry,5,"Excelent product, works excelent on 3G, the camera is pretty good so as the flash, is pretty fast..Totally recommended",Positive,Performance,Low,Customer praised product performance and speed.
Nokia 2720 S40 Unlocked Flip Phone with 1.3 MP Camera with Bluetooth--US Version with Full Warranty,Nokia,4,"As an ATT user, we ordered this unlocked phone for my husband who wanted something similar to his old Nokia, which is going on 5 years old and dying a slow death. He loves the simplicity of the phone and ease of use. It worked right out of the box, he is not a tech savvy guy and caught on right away.Unfortunately, although this phone was unlocked... it had been made for T-mobile. It will text and call, but will not send or receive photos... not matter how hard the people at unlockedcellphonekings tried to help me, it was no use.So if you have a T-Mobile chip and want a simple unlocked reliable phone for pictures, texting and calling... this is great. If you have an ATT chip and don't care about pictures... this is great. If you want to get pictures of your grandkids and have ATT... don't get it!On the upside, the phone support at unlockedcellphonekings was wonderful. They were very patient, helpful and easy to talk to. I would definitely consider using them again even though this particular phone isn't quite what we needed.",Negative,Camera,High,Customer experienced issues with sending and receiving photos due to incompatibility with their ATT chip.
Motorola Moto E (1st Generation) - Black - 4 GB - US GSM Unlocked Phone,Motorola,5,Excelente.,Positive,Others,Low,Customer praised the product.
"POSH MOBILE LYNX GSM UNLOCKED DUAL SIM 1.8"" GSM FEATURE PHONE with simple BAR style design, FM Radio, flashlight, Bluetooth and 1.3MP Camera. 1 Year warranty. (Model#: A100 BLACK / BLUE)",Posh Mobile,5,great phone for my house,Positive,Others,Low,Customer expressed satisfaction with the phone but did not specify a particular issue.
BLU Life View L110X Unlocked 5.7-Inch 16 GB 12 MP Camera Phone(Blue),BLU,5,"only problem is finding a case for it, not to many choices, other than that I am very happy with it",Positive,Others,Low,"Customer is happy with the product, but mentions a minor issue with case availability."
Samsung Galaxy Note 3 N9005 32GB 4G LTE PINK Unlocked International Version No Warranty LTE 800 / 850 / 900 / 1800 / 2100 / 2600,Unknown,5,Love the phone itself but did not work with my carrier. Wish there was a way to find that out before hand,Negative,Network,High,Customer had issues with network compatibility.
"Samsung Galaxy Exhibit 4G (T-Mobile), t679",Samsung,5,"just purchased the smartphone, have had no issues so far, even though the phone is not top of the line it's still an excellent choice for any person on a budget who does not want to get stuck with a monthly bill, has almost all the functions of a high end smartphone.",Positive,Others,Low,Customer praised the phone's value for money and functionality.
"BLU Life Pure Unlocked Phone 32GB ROM, 2GB RAM (White)",BLU,5,Excellent Smartphone,Positive,Others,Low,Customer praised the smartphone.
"Samsung Galaxy J7 SM-J700H/DS GSM Factory Unlocked Smartphone-Android 5.1, 5.5-Inch - Gold",Samsung,1,It was a great phone but I tried three different carriers and would not work.,Negative,Network,High,Customer experienced network issues with multiple carriers.
Blackberry Z10 16GB OS 10 GSM Unlocked Smartphone - Black,BlackBerry,5,it worked!!,Positive,Others,Low,Customer expressed satisfaction with the product.
OtterBox Rugged Defender Series Case w/ Holster for Apple iPhone 5/5S/SE - AP Pink,OtterBox,5,Great product! Great price!,Positive,Others,Low,Customer praised product and price.
Apple iPhone 4S 16GB (Black) - Locked to Sprint,Apple,4,"Great phone! Worked without issue for quite a while, eventually the screen stopped adjusting when I turn it on its side but whatever, it's an old phone at this point. Highly recommended!",Positive,Display,Low,"Customer mentioned a minor issue with screen adjustment, but overall recommended the phone."
Apple iPhone 5c 8GB Unlocked GSM Smartphone - Green,Apple,4,This phone is nice i just got one for my daughter but wen it came the charger didn't work I had to go buy a new one,Negative,Delivery,Low,Customer received a defective charger with the phone.
Apple iPhone 6 16GB Gold (Verizon Wireless),Unknown,5,Got here quickly and no scratches or cracks. Absolutely love it!! Thank you,Positive,Delivery,Low,Customer praised delivery and product condition.
BLU Studio C 5+5 Smartphone with Lollipop OS- US GSM Unlocked - Gold,BLU,5,So far so good. Love the video and sound quality! Fast and easy. Pictures look great but im not a picrure fanatic either. But the touch screen is hard. Have to tap multiple times. Overall well worth it for my budget.,Positive,Display,Low,Customer mentioned a minor issue with the touch screen but overall had a positive experience.
BLU Studio 5.0 C HD Smartphone - Unlocked - Yellow,BLU,5,"as it is described by the seller, the product is excellent",Positive,Product Quality,Low,Customer praised product quality as described by the seller.
Apple iPhone 5 16GB - Unlocked - White (Certified Refurbished),Apple,2,"First off I have never returned or complained about a purchase I made on Amazon, even though at times I should have. I was skeptical of purchasing a refurbished I-phone, but the price was fair, initially I was impressed, the phone looked as it was never used, arrived when it was supposed to, the phone was unlocked and activating it my service provider was easy. However the speaker does not work, meaning other than with headphones, there's no music, no alarm, and no speaker phone. Disappointed, I need this phone in a hurry so returning it and waiting for a repair or replacement defeats the entire purpose",Negative,Performance,High,"Customer is disappointed with the speaker not working, needs the phone urgently for its intended purpose."
"ECOOPRO Rugged Unlocked GSM Cell Phone (Gold) - Dual SIM Mobile Device - Shockproof, Waterproof, Dustproof - Rear Camera, Flashlight, USB Charger - 2-Week Battery Life (Gold)",Unknown,5,Excellent,Positive,Battery,Low,Customer praised battery life.
"Nokia Lumia 900 16GB Unlocked GSM Phone with Windows 7.5 OS, AMOLED Touchscreen, 8MP Camera, GPS, Wi-Fi, Bluetooth, FM Radio and microSD Slot - White",Nokia,2,"great product in everything,,but what the use of it if there is no update for its window 7.5 to window 8 ,,plus it doesnt have flash player,,the rest is perfect as a product",Negative,Performance,Medium,Customer is unhappy with lack of updates and missing features like flash player.
BLU Jenny TV 2.8 T276T Unlocked GSM Dual-SIM Cell Phone w/ 1.3MP Camera - Unlocked Cell Phones - Retail Packaging - White Blue,BLU,5,perfect!,Positive,Others,Low,Customer praised overall product.
